,Entrez Gene Interactor A,Entrez Gene Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,6124,6232,RPL4,RPS27
0,6124,6176,RPL4,RPLP1
0,6124,6206,RPL4,RPS12
0,6124,6147,RPL4,RPL23A
0,6124,6181,RPL4,RPLP2
0,6124,6210,RPL4,RPS15A
0,6124,6229,RPL4,RPS24
0,6124,6138,RPL4,RPL15
0,6124,6152,RPL4,RPL24
0,6124,6193,RPL4,RPS5
0,6124,6202,RPL4,RPS8
0,6124,6125,RPL4,RPL5
0,6124,6222,RPL4,RPS18
0,6124,6228,RPL4,RPS23
0,6124,6231,RPL4,RPS26
0,6124,6207,RPL4,RPS13
0,6124,6191,RPL4,RPS4X
0,6124,117246,RPL4,FTSJ3
0,6125,6158,RPL5,RPL28
0,6125,6206,RPL5,RPS12
0,6125,6176,RPL5,RPLP1
0,6125,6139,RPL5,RPL17
0,6125,26986,RPL5,PABPC1
0,6125,6130,RPL5,RPL7A
0,6125,6128,RPL5,RPL6
0,6125,6169,RPL5,RPL38
0,6125,51065,RPL5,RPS27L
0,6125,6230,RPL5,RPS25
0,6125,6204,RPL5,RPS10
0,6125,6229,RPL5,RPS24
0,6125,6222,RPL5,RPS18
0,6125,6124,RPL5,RPL4
0,6125,6125,RPL5,RPL5
0,6125,6135,RPL5,RPL11
0,6125,6223,RPL5,RPS19
0,6125,6205,RPL5,RPS11
0,6125,4736,RPL5,RPL10A
0,6125,6207,RPL5,RPS13
0,6125,6138,RPL5,RPL15
0,6125,9349,RPL5,RPL23
0,6125,6137,RPL5,RPL13
0,6125,1915,RPL5,EEF1A1
0,6125,6133,RPL5,RPL9
0,6125,6136,RPL5,RPL12
0,6125,6228,RPL5,RPS23
0,6125,6210,RPL5,RPS15A
0,6125,6224,RPL5,RPS20
0,6125,10376,RPL5,TUBA1B
0,6125,6193,RPL5,RPS5
0,6125,6155,RPL5,RPL27
0,6125,10399,RPL5,GNB2L1
0,6125,6202,RPL5,RPS8
0,6125,6232,RPL5,RPS27
0,6125,6129,RPL5,RPL7
0,6125,6188,RPL5,RPS3
0,6125,6231,RPL5,RPS26
0,6125,117246,RPL5,FTSJ3
0,6125,6194,RPL5,RPS6
0,6125,6157,RPL5,RPL27A
0,6125,29927,RPL5,SEC61A1
0,6125,6218,RPL5,RPS17
0,6125,6191,RPL5,RPS4X
0,6125,6189,RPL5,RPS3A
0,6125,3692,RPL5,EIF6
0,6125,6181,RPL5,RPLP2
0,6128,6164,RPL6,RPL34
0,6128,6223,RPL6,RPS19
0,6128,6222,RPL6,RPS18
0,6128,10061,RPL6,ABCF2
0,6128,6206,RPL6,RPS12
0,6128,6146,RPL6,RPL22
0,6128,6228,RPL6,RPS23
0,6128,6138,RPL6,RPL15
0,6128,51065,RPL6,RPS27L
0,6128,6205,RPL6,RPS11
0,6128,6207,RPL6,RPS13
0,6128,6155,RPL6,RPL27
0,6128,6202,RPL6,RPS8
0,6128,6204,RPL6,RPS10
0,6128,117246,RPL6,FTSJ3
0,6128,6130,RPL6,RPL7A
0,6128,6727,RPL6,SRP14
0,6128,6191,RPL6,RPS4X
0,6128,6169,RPL6,RPL38
0,6128,6157,RPL6,RPL27A
0,6128,6231,RPL6,RPS26
0,6128,6176,RPL6,RPLP1
0,6128,4736,RPL6,RPL10A
0,6128,6124,RPL6,RPL4
0,6128,6129,RPL6,RPL7
0,6128,6194,RPL6,RPS6
0,6128,6224,RPL6,RPS20
0,6128,6181,RPL6,RPLP2
0,6128,23411,RPL6,SIRT1
0,6128,6210,RPL6,RPS15A
0,6128,6136,RPL6,RPL12
0,6128,6230,RPL6,RPS25
0,6128,6218,RPL6,RPS17
0,6128,6193,RPL6,RPS5
0,6128,6229,RPL6,RPS24
0,6128,6189,RPL6,RPS3A
0,6128,2058,RPL6,EPRS
0,6128,6133,RPL6,RPL9
0,6128,6188,RPL6,RPS3
0,6128,4869,RPL6,NPM1
0,6129,6139,RPL7,RPL17
0,6129,6138,RPL7,RPL15
0,6129,23521,RPL7,RPL13A
0,6129,6224,RPL7,RPS20
0,6129,6235,RPL7,RPS29
0,6129,6189,RPL7,RPS3A
0,6129,26986,RPL7,PABPC1
0,6129,6125,RPL7,RPL5
0,6129,6229,RPL7,RPS24
0,6129,6230,RPL7,RPS25
0,6129,6122,RPL7,RPL3
0,6129,10399,RPL7,GNB2L1
0,6129,6157,RPL7,RPL27A
0,6129,6223,RPL7,RPS19
0,6129,4736,RPL7,RPL10A
0,6129,6176,RPL7,RPLP1
0,6129,51065,RPL7,RPS27L
0,6129,6191,RPL7,RPS4X
0,6129,6206,RPL7,RPS12
0,6129,6147,RPL7,RPL23A
0,6129,6232,RPL7,RPS27
0,6129,1915,RPL7,EEF1A1
0,6129,6193,RPL7,RPS5
0,6129,6158,RPL7,RPL28
0,6129,6154,RPL7,RPL26
0,6129,6133,RPL7,RPL9
0,6129,6205,RPL7,RPS11
0,6129,6202,RPL7,RPS8
0,6129,6188,RPL7,RPS3
0,6129,6228,RPL7,RPS23
0,6129,6130,RPL7,RPL7A
0,6129,6231,RPL7,RPS26
0,6129,6210,RPL7,RPS15A
0,6129,6136,RPL7,RPL12
0,6129,6207,RPL7,RPS13
0,6129,9349,RPL7,RPL23
0,6129,10383,RPL7,TUBB4B
0,6129,6194,RPL7,RPS6
0,6129,6222,RPL7,RPS18
0,6130,4736,RPL7A,RPL10A
0,6130,6222,RPL7A,RPS18
0,6130,6189,RPL7A,RPS3A
0,6130,6206,RPL7A,RPS12
0,6130,51065,RPL7A,RPS27L
0,6130,6181,RPL7A,RPLP2
0,6130,6231,RPL7A,RPS26
0,6130,6207,RPL7A,RPS13
0,6130,6122,RPL7A,RPL3
0,6130,6134,RPL7A,RPL10
0,6130,6138,RPL7A,RPL15
0,6130,6193,RPL7A,RPS5
0,6130,6205,RPL7A,RPS11
0,6130,6176,RPL7A,RPLP1
0,6130,6154,RPL7A,RPL26
0,6130,6202,RPL7A,RPS8
0,6130,6129,RPL7A,RPL7
0,6130,6230,RPL7A,RPS25
0,6130,6210,RPL7A,RPS15A
0,6130,6223,RPL7A,RPS19
0,6130,6188,RPL7A,RPS3
0,6130,6229,RPL7A,RPS24
0,6130,6194,RPL7A,RPS6
0,6130,6224,RPL7A,RPS20
0,6130,1915,RPL7A,EEF1A1
0,6130,6228,RPL7A,RPS23
0,6130,6137,RPL7A,RPL13
0,6130,6191,RPL7A,RPS4X
0,6130,6147,RPL7A,RPL23A
0,6130,6157,RPL7A,RPL27A
0,6130,6133,RPL7A,RPL9
0,6133,3692,RPL9,EIF6
0,6133,6139,RPL9,RPL17
0,6133,6228,RPL9,RPS23
0,6133,6194,RPL9,RPS6
0,6133,6223,RPL9,RPS19
0,6133,6218,RPL9,RPS17
0,6133,6136,RPL9,RPL12
0,6133,6222,RPL9,RPS18
0,6133,6169,RPL9,RPL38
0,6133,4736,RPL9,RPL10A
0,6133,6231,RPL9,RPS26
0,6133,6193,RPL9,RPS5
0,6133,6147,RPL9,RPL23A
0,6133,6176,RPL9,RPLP1
0,6133,6189,RPL9,RPS3A
0,6133,6205,RPL9,RPS11
0,6133,7415,RPL9,VCP
0,6133,6188,RPL9,RPS3
0,6133,6191,RPL9,RPS4X
0,6133,6204,RPL9,RPS10
0,6133,6202,RPL9,RPS8
0,6133,6229,RPL9,RPS24
0,6133,6207,RPL9,RPS13
0,6133,6224,RPL9,RPS20
0,6133,6170,RPL9,RPL39
0,6133,6157,RPL9,RPL27A
0,6133,6206,RPL9,RPS12
0,6133,51065,RPL9,RPS27L
0,6133,6210,RPL9,RPS15A
0,6133,1725,RPL9,DHPS
0,6133,6134,RPL9,RPL10
0,6134,6176,RPL10,RPLP1
0,6134,6134,RPL10,RPL10
0,6134,6228,RPL10,RPS23
0,6134,6157,RPL10,RPL27A
0,6134,8815,RPL10,BANF1
0,6134,6124,RPL10,RPL4
0,6134,6204,RPL10,RPS10
0,6134,6223,RPL10,RPS19
0,6134,6205,RPL10,RPS11
0,6134,6235,RPL10,RPS29
0,6134,10189,RPL10,ALYREF
0,6134,6210,RPL10,RPS15A
0,6134,6130,RPL10,RPL7A
0,6134,6139,RPL10,RPL17
0,6134,6231,RPL10,RPS26
0,6134,6147,RPL10,RPL23A
0,6134,6193,RPL10,RPS5
0,6134,10061,RPL10,ABCF2
0,6134,4736,RPL10,RPL10A
0,6134,6152,RPL10,RPL24
0,6134,26135,RPL10,SERBP1
0,6134,23521,RPL10,RPL13A
0,6134,6129,RPL10,RPL7
0,6134,54888,RPL10,NSUN2
0,6134,9908,RPL10,G3BP2
0,6134,6155,RPL10,RPL27
0,6134,1655,RPL10,DDX5
0,6134,6133,RPL10,RPL9
0,6134,6189,RPL10,RPS3A
0,6134,6137,RPL10,RPL13
0,6134,6232,RPL10,RPS27
0,6134,6135,RPL10,RPL11
0,6134,6194,RPL10,RPS6
0,6134,8971,RPL10,H1FX
0,6134,6169,RPL10,RPL38
0,6134,1653,RPL10,DDX1
0,6134,6224,RPL10,RPS20
0,6134,6207,RPL10,RPS13
0,6134,1964,RPL10,EIF1AX
0,6134,26986,RPL10,PABPC1
0,6134,6191,RPL10,RPS4X
0,6134,6727,RPL10,SRP14
0,6134,6128,RPL10,RPL6
0,6134,6206,RPL10,RPS12
0,6134,6154,RPL10,RPL26
0,6134,6138,RPL10,RPL15
0,6134,6222,RPL10,RPS18
0,6134,4869,RPL10,NPM1
0,6134,9349,RPL10,RPL23
0,6134,10399,RPL10,GNB2L1
0,6134,117246,RPL10,FTSJ3
0,6134,6136,RPL10,RPL12
0,6134,6202,RPL10,RPS8
0,6134,6230,RPL10,RPS25
0,6134,6188,RPL10,RPS3
0,6134,6229,RPL10,RPS24
0,6134,6218,RPL10,RPS17
0,6134,3192,RPL10,HNRNPU
0,6134,6146,RPL10,RPL22
0,6134,3009,RPL10,HIST1H1B
0,6134,6125,RPL10,RPL5
0,6134,6122,RPL10,RPL3
0,6135,6229,RPL11,RPS24
0,6135,6222,RPL11,RPS18
0,6135,6138,RPL11,RPL15
0,6135,6231,RPL11,RPS26
0,6135,6189,RPL11,RPS3A
0,6135,6194,RPL11,RPS6
0,6135,6139,RPL11,RPL17
0,6135,6137,RPL11,RPL13
0,6135,6152,RPL11,RPL24
0,6135,6223,RPL11,RPS19
0,6135,6191,RPL11,RPS4X
0,6135,9349,RPL11,RPL23
0,6135,6202,RPL11,RPS8
0,6135,6204,RPL11,RPS10
0,6135,6157,RPL11,RPL27A
0,6135,6176,RPL11,RPLP1
0,6135,6169,RPL11,RPL38
0,6135,6128,RPL11,RPL6
0,6135,6122,RPL11,RPL3
0,6135,4736,RPL11,RPL10A
0,6135,6206,RPL11,RPS12
0,6135,6133,RPL11,RPL9
0,6135,6130,RPL11,RPL7A
0,6135,6232,RPL11,RPS27
0,6135,6193,RPL11,RPS5
0,6135,6230,RPL11,RPS25
0,6135,6147,RPL11,RPL23A
0,6135,6124,RPL11,RPL4
0,6135,6125,RPL11,RPL5
0,6135,6136,RPL11,RPL12
0,6135,6224,RPL11,RPS20
0,6135,51065,RPL11,RPS27L
0,6135,6774,RPL11,STAT3
0,6135,6188,RPL11,RPS3
0,6135,6129,RPL11,RPL7
0,6135,6146,RPL11,RPL22
0,6135,6207,RPL11,RPS13
0,6135,6210,RPL11,RPS15A
0,6135,6228,RPL11,RPS23
0,6135,6205,RPL11,RPS11
0,6136,6228,RPL12,RPS23
0,6136,6138,RPL12,RPL15
0,6136,6207,RPL12,RPS13
0,6136,6139,RPL12,RPL17
0,6136,6231,RPL12,RPS26
0,6136,6205,RPL12,RPS11
0,6136,6230,RPL12,RPS25
0,6136,6128,RPL12,RPL6
0,6136,6122,RPL12,RPL3
0,6136,6169,RPL12,RPL38
0,6136,6229,RPL12,RPS24
0,6136,6124,RPL12,RPL4
0,6136,6129,RPL12,RPL7
0,6136,6133,RPL12,RPL9
0,6136,6147,RPL12,RPL23A
0,6136,6281,RPL12,S100A10
0,6136,6176,RPL12,RPLP1
0,6136,6223,RPL12,RPS19
0,6136,6202,RPL12,RPS8
0,6136,10399,RPL12,GNB2L1
0,6136,6189,RPL12,RPS3A
0,6136,6191,RPL12,RPS4X
0,6136,51065,RPL12,RPS27L
0,6136,6193,RPL12,RPS5
0,6136,9349,RPL12,RPL23
0,6136,6137,RPL12,RPL13
0,6136,6146,RPL12,RPL22
0,6136,6206,RPL12,RPS12
0,6136,4736,RPL12,RPL10A
0,6136,6224,RPL12,RPS20
0,6136,6157,RPL12,RPL27A
0,6136,6218,RPL12,RPS17
0,6136,6194,RPL12,RPS6
0,6136,6152,RPL12,RPL24
0,6136,6222,RPL12,RPS18
0,6136,6125,RPL12,RPL5
0,6136,6210,RPL12,RPS15A
0,6136,6188,RPL12,RPS3
0,6136,6130,RPL12,RPL7A
0,6136,6155,RPL12,RPL27
0,6136,351,RPL12,APP
0,6137,6129,RPL13,RPL7
0,6137,6224,RPL13,RPS20
0,6137,6228,RPL13,RPS23
0,6137,6191,RPL13,RPS4X
0,6137,6137,RPL13,RPL13
0,6137,6139,RPL13,RPL17
0,6137,6136,RPL13,RPL12
0,6137,23521,RPL13,RPL13A
0,6137,6125,RPL13,RPL5
0,6137,6152,RPL13,RPL24
0,6137,6188,RPL13,RPS3
0,6137,4736,RPL13,RPL10A
0,6137,6133,RPL13,RPL9
0,6137,6154,RPL13,RPL26
0,6137,9349,RPL13,RPL23
0,6137,6230,RPL13,RPS25
0,6137,6231,RPL13,RPS26
0,6137,6164,RPL13,RPL34
0,6137,6207,RPL13,RPS13
0,6137,6210,RPL13,RPS15A
0,6137,6194,RPL13,RPS6
0,6137,6222,RPL13,RPS18
0,6137,6134,RPL13,RPL10
0,6137,6128,RPL13,RPL6
0,6137,6157,RPL13,RPL27A
0,6137,6130,RPL13,RPL7A
0,6137,51065,RPL13,RPS27L
0,6137,6202,RPL13,RPS8
0,6137,6138,RPL13,RPL15
0,6137,6232,RPL13,RPS27
0,6137,6147,RPL13,RPL23A
0,6137,6176,RPL13,RPLP1
0,6137,6193,RPL13,RPS5
0,6137,6155,RPL13,RPL27
0,6137,6158,RPL13,RPL28
0,6137,6189,RPL13,RPS3A
0,6137,6124,RPL13,RPL4
0,6137,6146,RPL13,RPL22
0,6138,6136,RPL15,RPL12
0,6138,51065,RPL15,RPS27L
0,6138,6194,RPL15,RPS6
0,6138,6124,RPL15,RPL4
0,6138,6154,RPL15,RPL26
0,6138,6133,RPL15,RPL9
0,6138,6130,RPL15,RPL7A
0,6138,6125,RPL15,RPL5
0,6138,6202,RPL15,RPS8
0,6138,6147,RPL15,RPL23A
0,6138,6193,RPL15,RPS5
0,6138,9349,RPL15,RPL23
0,6138,6152,RPL15,RPL24
0,6138,6222,RPL15,RPS18
0,6138,6135,RPL15,RPL11
0,6138,1207,RPL15,CLNS1A
0,6138,6210,RPL15,RPS15A
0,6138,6231,RPL15,RPS26
0,6138,6223,RPL15,RPS19
0,6138,6139,RPL15,RPL17
0,6138,6146,RPL15,RPL22
0,6138,6206,RPL15,RPS12
0,6138,6128,RPL15,RPL6
0,6138,6207,RPL15,RPS13
0,6138,6205,RPL15,RPS11
0,6138,6157,RPL15,RPL27A
0,6138,6230,RPL15,RPS25
0,6138,6232,RPL15,RPS27
0,6138,6224,RPL15,RPS20
0,6138,6229,RPL15,RPS24
0,6138,6189,RPL15,RPS3A
0,6138,6228,RPL15,RPS23
0,6138,60,RPL15,ACTB
0,6138,6122,RPL15,RPL3
0,6138,6137,RPL15,RPL13
0,6138,6188,RPL15,RPS3
0,6138,4736,RPL15,RPL10A
0,6138,6129,RPL15,RPL7
0,6138,6191,RPL15,RPS4X
0,6138,6176,RPL15,RPLP1
0,6139,6188,RPL17,RPS3
0,6139,29927,RPL17,SEC61A1
0,6139,6210,RPL17,RPS15A
0,6139,6205,RPL17,RPS11
0,6139,6194,RPL17,RPS6
0,6139,6202,RPL17,RPS8
0,6139,6223,RPL17,RPS19
0,6139,6207,RPL17,RPS13
0,6139,6146,RPL17,RPL22
0,6139,9349,RPL17,RPL23
0,6139,6129,RPL17,RPL7
0,6139,6122,RPL17,RPL3
0,6139,6130,RPL17,RPL7A
0,6139,6169,RPL17,RPL38
0,6139,6189,RPL17,RPS3A
0,6139,6147,RPL17,RPL23A
0,6139,6133,RPL17,RPL9
0,6139,6152,RPL17,RPL24
0,6139,51065,RPL17,RPS27L
0,6139,6224,RPL17,RPS20
0,6139,6191,RPL17,RPS4X
0,6139,6193,RPL17,RPS5
0,6139,6128,RPL17,RPL6
0,6139,6229,RPL17,RPS24
0,6139,6206,RPL17,RPS12
0,6139,6125,RPL17,RPL5
0,6139,6124,RPL17,RPL4
0,6139,6228,RPL17,RPS23
0,6139,6230,RPL17,RPS25
0,6139,6231,RPL17,RPS26
0,6139,6222,RPL17,RPS18
0,6146,6223,RPL22,RPS19
0,6146,6125,RPL22,RPL5
0,6146,6191,RPL22,RPS4X
0,6146,6228,RPL22,RPS23
0,6146,23521,RPL22,RPL13A
0,6146,6207,RPL22,RPS13
0,6146,6181,RPL22,RPLP2
0,6146,6222,RPL22,RPS18
0,6146,6124,RPL22,RPL4
0,6146,6147,RPL22,RPL23A
0,6146,51065,RPL22,RPS27L
0,6146,6154,RPL22,RPL26
0,6146,6202,RPL22,RPS8
0,6146,6194,RPL22,RPS6
0,6146,6136,RPL22,RPL12
0,6146,4736,RPL22,RPL10A
0,6146,9349,RPL22,RPL23
0,6146,6133,RPL22,RPL9
0,6146,6204,RPL22,RPS10
0,6146,6134,RPL22,RPL10
0,6146,6157,RPL22,RPL27A
0,6146,6135,RPL22,RPL11
0,6146,6189,RPL22,RPS3A
0,6146,6230,RPL22,RPS25
0,6146,6229,RPL22,RPS24
0,6146,6164,RPL22,RPL34
0,6146,6137,RPL22,RPL13
0,6146,3192,RPL22,HNRNPU
0,6146,6231,RPL22,RPS26
0,6146,6210,RPL22,RPS15A
0,6146,6138,RPL22,RPL15
0,6146,6205,RPL22,RPS11
0,6146,6232,RPL22,RPS27
0,6146,6152,RPL22,RPL24
0,6146,6128,RPL22,RPL6
0,6146,6129,RPL22,RPL7
0,6146,6155,RPL22,RPL27
0,6146,6218,RPL22,RPS17
0,6146,6122,RPL22,RPL3
0,6146,6130,RPL22,RPL7A
0,6146,6188,RPL22,RPS3
0,6147,6210,RPL23A,RPS15A
0,6147,3192,RPL23A,HNRNPU
0,6147,6136,RPL23A,RPL12
0,6147,6228,RPL23A,RPS23
0,6147,6189,RPL23A,RPS3A
0,6147,6204,RPL23A,RPS10
0,6147,6169,RPL23A,RPL38
0,6147,6224,RPL23A,RPS20
0,6147,6202,RPL23A,RPS8
0,6147,6124,RPL23A,RPL4
0,6147,6188,RPL23A,RPS3
0,6147,9349,RPL23A,RPL23
0,6147,6206,RPL23A,RPS12
0,6147,6122,RPL23A,RPL3
0,6147,6222,RPL23A,RPS18
0,6147,6139,RPL23A,RPL17
0,6147,6176,RPL23A,RPLP1
0,6147,6193,RPL23A,RPS5
0,6147,23521,RPL23A,RPL13A
0,6147,6231,RPL23A,RPS26
0,6147,6133,RPL23A,RPL9
0,6147,6205,RPL23A,RPS11
0,6147,6191,RPL23A,RPS4X
0,6147,6125,RPL23A,RPL5
0,6147,6194,RPL23A,RPS6
0,6147,51065,RPL23A,RPS27L
0,6147,6128,RPL23A,RPL6
0,6147,6229,RPL23A,RPS24
0,6147,6130,RPL23A,RPL7A
0,6147,6223,RPL23A,RPS19
0,6147,6230,RPL23A,RPS25
0,6147,4736,RPL23A,RPL10A
0,6147,6207,RPL23A,RPS13
0,6147,6152,RPL23A,RPL24
0,6147,10492,RPL23A,SYNCRIP
0,6147,6157,RPL23A,RPL27A
0,6147,6232,RPL23A,RPS27
0,6147,6129,RPL23A,RPL7
0,6152,6224,RPL24,RPS20
0,6152,6146,RPL24,RPL22
0,6152,6202,RPL24,RPS8
0,6152,6169,RPL24,RPL38
0,6152,6128,RPL24,RPL6
0,6152,6147,RPL24,RPL23A
0,6152,6232,RPL24,RPS27
0,6152,6228,RPL24,RPS23
0,6152,6205,RPL24,RPS11
0,6152,6207,RPL24,RPS13
0,6152,7536,RPL24,SF1
0,6152,10492,RPL24,SYNCRIP
0,6152,23521,RPL24,RPL13A
0,6152,6181,RPL24,RPLP2
0,6152,6206,RPL24,RPS12
0,6152,6139,RPL24,RPL17
0,6152,6125,RPL24,RPL5
0,6152,6230,RPL24,RPS25
0,6152,6130,RPL24,RPL7A
0,6152,51065,RPL24,RPS27L
0,6152,6136,RPL24,RPL12
0,6152,6231,RPL24,RPS26
0,6152,6176,RPL24,RPLP1
0,6152,6194,RPL24,RPS6
0,6152,6204,RPL24,RPS10
0,6152,6222,RPL24,RPS18
0,6152,6218,RPL24,RPS17
0,6152,6157,RPL24,RPL27A
0,6152,6193,RPL24,RPS5
0,6152,6138,RPL24,RPL15
0,6152,6134,RPL24,RPL10
0,6152,9349,RPL24,RPL23
0,6152,6129,RPL24,RPL7
0,6152,6135,RPL24,RPL11
0,6152,6191,RPL24,RPS4X
0,6152,6188,RPL24,RPS3
0,6152,1915,RPL24,EEF1A1
0,6152,4736,RPL24,RPL10A
0,6152,6229,RPL24,RPS24
0,6152,6124,RPL24,RPL4
0,6152,6152,RPL24,RPL24
0,6152,6133,RPL24,RPL9
0,6152,6223,RPL24,RPS19
0,6152,6155,RPL24,RPL27
0,6152,6189,RPL24,RPS3A
0,6152,6210,RPL24,RPS15A
0,6152,6154,RPL24,RPL26
0,6154,6193,RPL26,RPS5
0,6154,6155,RPL26,RPL27
0,6154,6223,RPL26,RPS19
0,6154,6202,RPL26,RPS8
0,6154,6181,RPL26,RPLP2
0,6154,6205,RPL26,RPS11
0,6154,6230,RPL26,RPS25
0,6154,6139,RPL26,RPL17
0,6154,6164,RPL26,RPL34
0,6154,6138,RPL26,RPL15
0,6154,6191,RPL26,RPS4X
0,6154,6125,RPL26,RPL5
0,6154,6235,RPL26,RPS29
0,6154,6189,RPL26,RPS3A
0,6154,6231,RPL26,RPS26
0,6154,6128,RPL26,RPL6
0,6154,6194,RPL26,RPS6
0,6155,6133,RPL27,RPL9
0,6155,6128,RPL27,RPL6
0,6155,6949,RPL27,TCOF1
0,6155,6222,RPL27,RPS18
0,6155,6202,RPL27,RPS8
0,6155,6134,RPL27,RPL10
0,6155,6135,RPL27,RPL11
0,6155,6129,RPL27,RPL7
0,6155,6194,RPL27,RPS6
0,6155,6205,RPL27,RPS11
0,6155,6189,RPL27,RPS3A
0,6155,6228,RPL27,RPS23
0,6155,6181,RPL27,RPLP2
0,6155,6176,RPL27,RPLP1
0,6155,6229,RPL27,RPS24
0,6155,6138,RPL27,RPL15
0,6155,6147,RPL27,RPL23A
0,6155,6155,RPL27,RPL27
0,6155,23521,RPL27,RPL13A
0,6155,6207,RPL27,RPS13
0,6155,4736,RPL27,RPL10A
0,6155,6218,RPL27,RPS17
0,6155,4670,RPL27,HNRNPM
0,6155,6191,RPL27,RPS4X
0,6155,6210,RPL27,RPS15A
0,6155,6136,RPL27,RPL12
0,6155,6122,RPL27,RPL3
0,6155,6231,RPL27,RPS26
0,6155,6124,RPL27,RPL4
0,6155,6157,RPL27,RPL27A
0,6155,6130,RPL27,RPL7A
0,6155,6235,RPL27,RPS29
0,6155,6204,RPL27,RPS10
0,6157,6188,RPL27A,RPS3
0,6157,6191,RPL27A,RPS4X
0,6157,6136,RPL27A,RPL12
0,6157,6129,RPL27A,RPL7
0,6157,6224,RPL27A,RPS20
0,6157,6189,RPL27A,RPS3A
0,6157,6222,RPL27A,RPS18
0,6157,51065,RPL27A,RPS27L
0,6157,6128,RPL27A,RPL6
0,6157,4736,RPL27A,RPL10A
0,6157,6194,RPL27A,RPS6
0,6157,6130,RPL27A,RPL7A
0,6157,6122,RPL27A,RPL3
0,6157,6139,RPL27A,RPL17
0,6157,6138,RPL27A,RPL15
0,6157,6231,RPL27A,RPS26
0,6157,3181,RPL27A,HNRNPA2B1
0,6157,6125,RPL27A,RPL5
0,6157,6202,RPL27A,RPS8
0,6157,6230,RPL27A,RPS25
0,6158,117246,RPL28,FTSJ3
0,6158,1952,RPL28,CELSR2
0,6158,6222,RPL28,RPS18
0,6158,6176,RPL28,RPLP1
0,6158,3006,RPL28,HIST1H1C
0,6158,6189,RPL28,RPS3A
0,6158,6194,RPL28,RPS6
